task,cpu_quota,mem_quota,running time,overhead
2,0.4,80,30.71550799999386,4132.734200000186
2,0.4,100,33.8844280000194,3441.8626999995467
2,0.4,120,31.768991999997525,3382.244200000059
2,0.4,140,30.464892000018157,3380.3407999994306
2,0.4,160,27.668671999999788,3547.144399999979
2,0.4,180,39.52271200003452,3550.8392999990974
2,0.4,200,28.159856000056607,3432.374699998718
2,0.4,220,35.12557199996081,3426.9517000009278
2,0.6,40,22.13057599998137,9150.97060000062
2,0.6,60,19.648703999991994,4441.072600000098
2,0.6,80,18.879283999995096,2887.454600000183
2,0.6,100,18.534015999975963,2711.698300000535
2,0.6,120,19.292464000027397,2616.8846999992184
2,0.6,140,19.50424800001201,2697.96819999965
2,0.6,160,23.12991999999213,2684.964700000137
2,0.6,180,22.4862839999696,2703.4509000009166
2,0.6,200,18.880384000003687,2723.5286000000087
2,0.6,220,19.31064399999741,2638.433500000019
2,0.8,40,18.242019999961485,9288.487300000952
2,0.8,60,12.9134800000611,4609.464899998329
2,0.8,80,11.926328000045032,2737.5487999988763
2,0.8,100,12.40388799997163,2459.653300000582
2,0.8,120,14.29532800000743,2212.7458999998453
2,0.8,140,14.563868000041111,2368.70719999888
2,0.8,160,14.184352000011131,2309.616999999662
2,0.8,180,14.910888000013074,2341.4466999997785
2,0.8,200,13.688372000033269,2274.220199999036
2,0.8,220,12.439912000045297,2374.88859999894
2,1.0,40,18.43119999997725,9403.238700000657
2,1.0,60,12.185371999948984,3838.7794000013855
2,1.0,80,9.237604000009014,2493.8429999997425
2,1.0,100,9.999104000016814,2135.131299999557
2,1.0,120,8.639764000035939,2200.127399999019
2,1.0,140,11.082211999964784,2994.0332000007857
2,1.0,160,12.377311999953235,2070.454100001143
2,1.0,180,8.717611999963992,2164.088700000775
2,1.0,200,9.791456000020844,2102.951699999494
2,1.0,220,11.08877599996049,2154.698500001132
2,1.2,40,12.561208000042823,8898.484099998996
2,1.2,60,10.16637200002151,4264.015599999539
2,1.2,80,10.309724000035205,2518.181799999184
2,1.2,100,9.62441999996372,2158.707500000901
2,1.2,120,9.030495999977576,2093.2990000005702
2,1.2,140,6.740632000000915,2059.806399999843
2,1.2,160,8.997872000036296,2048.282699998936
2,1.2,180,8.78407200005313,2066.9925999986845
2,1.2,200,8.70810000000347,2130.108299999847
2,1.2,220,8.110551999998279,2563.07240000001
2,1.4,40,10.224967999965884,8535.063200000877
2,1.4,60,8.698920000024373,3786.894699999493
2,1.4,80,7.351831999985734,2396.567000000232
2,1.4,100,4.484119999979157,2182.5065000005
2,1.4,120,5.992823999986285,1980.9866000002785
2,1.4,140,7.796620000008261,2026.4267999996264
2,1.4,160,6.191348000065773,2087.0111999984147
2,1.4,180,7.903015999982017,1947.9061000004092
2,1.4,200,5.366540000031819,2111.135699999295
2,1.4,220,5.680556000006618,2077.581999999893
2,1.6,40,8.117576000004192,9069.083599999884
2,1.6,60,7.122648000004119,3897.419699999773
2,1.6,80,5.616964000000735,2582.6246999997693
2,1.6,100,6.446924000047147,2101.6178999987005
2,1.6,120,5.725999999995111,2015.5371000003013
2,1.6,140,5.591064000036568,2066.720899998927
2,1.6,160,4.745679999978165,1988.66620000058
2,1.6,180,3.810352000000421,2068.044999999984
2,1.6,200,5.457924000002095,1965.69199999999
2,1.6,220,5.902399999977206,1948.804400000654
2,1.8,40,9.327052000007823,8610.695099999703
2,1.8,60,5.71819199998572,3606.19950000023
2,1.8,80,4.80502799997339,2375.322900000583
2,1.8,100,5.86392800003523,2194.781799999191
2,1.8,120,5.21597600003588,2012.2147999991284
2,1.8,140,4.755788000038592,2240.068199998859
2,1.8,160,4.399327999999514,2179.135400000177
2,1.8,180,5.450552000038442,2028.12239999912
2,1.8,200,4.696631999977399,2166.3014000005205
2,1.8,220,5.050711999938358,2176.3800000014726
2,2.0,40,9.126495999953477,9330.543300001182
2,2.0,60,5.28937600000063,3759.5290999997815
2,2.0,80,5.916735999999219,2397.5368999999773
2,2.0,100,6.331311999965692,2089.31410000082
2,2.0,120,5.297384000004968,1921.776999999793
2,2.0,140,5.17489600002591,1975.1210999993416
2,2.0,160,5.019151999949827,1936.6135000011584
2,2.0,180,5.47753200000443,1935.086199999887
2,2.0,200,4.716780000017025,1950.0701999995729
2,2.0,220,4.843456000016886,2037.6068999996733
3,0.2,40,1238.3353559999523,19460.67510000125
3,0.2,60,1035.8561680000275,9773.733999999422
3,0.2,80,947.5106360000063,7835.971499999912
3,0.2,100,1159.9783480000042,6621.028399999887
3,0.2,120,975.7896400000028,6861.354099999971
3,0.2,140,1039.5391960000416,7023.255799998879
3,0.2,160,1003.744499999957,6813.688000001093
3,0.2,180,1111.9337359999918,6717.149900000091
3,0.2,200,1015.5867679999938,7865.575600000055
3,0.2,220,991.4535400000022,6868.748699999742
3,0.4,40,499.4167400000151,10884.823199999571
3,0.4,60,598.0499240000063,5178.381799999897
3,0.4,80,459.1696879999654,3998.58220000101
3,0.4,100,447.1731600000203,3599.7691999994004
3,0.4,120,487.1054520000325,3260.515899999291
3,0.4,140,523.1502879999607,3301.5727000010884
3,0.4,160,456.0096639999392,3546.084500001598
3,0.4,180,483.385408000031,3427.810399999089
3,0.4,200,447.7301440000156,3605.342799999562
3,0.4,220,483.5843040000327,3610.1107999993474
3,0.6,40,285.1074360000348,9205.873699999302
3,0.6,60,283.31851200004166,4587.126999998873
3,0.6,80,240.2195760000177,3091.5915999994468
3,0.6,100,281.77893200001563,2721.520699999928
3,0.6,120,274.23163200001,2762.904300000173
3,0.6,140,231.4934559999529,2736.2969000014346
3,0.6,160,302.55642800002533,2663.54869999941
3,0.6,180,247.9431040000054,2747.0916000002035
3,0.6,200,274.67622799995297,2777.5510000014947
3,0.6,220,243.82978000001455,2793.2923999997
3,0.8,40,167.1122039999318,9275.802200001635
3,0.8,60,168.8014639999892,4284.838700000364
3,0.8,80,171.93222800000513,2757.3672999997143
3,0.8,100,155.68485999996483,2351.940800000648
3,0.8,120,158.77732399996603,2314.039400000638
3,0.8,140,153.78453999997873,2409.01170000052
3,0.8,160,165.50199999997858,2333.797100000538
3,0.8,180,161.30247600005532,2321.9550999988314
3,0.8,200,161.78910800001177,2283.545299999787
3,0.8,220,167.96851200000674,2409.370200000012
3,1.0,40,130.44267599994782,9097.121200000856
3,1.0,60,139.41592800001672,3952.3602999993273
3,1.0,80,128.27322000004642,2519.822099998692
3,1.0,100,128.4177600000112,2178.693199999998
3,1.0,120,123.43392800001313,2040.6372999996163
3,1.0,140,127.76574000003166,2109.649699998954
3,1.0,160,126.71076000005996,2109.627999998793
3,1.0,180,131.92455600001267,2042.520199999672
3,1.0,200,123.66069200004858,2121.6415999988385
3,1.0,220,124.35207200003788,2077.39299999912
3,1.2,40,125.73683199996594,9024.429400000829
3,1.2,60,114.22747600001458,3984.639199999492
3,1.2,80,125.41150400000332,2756.367700000282
3,1.2,100,117.28701200001524,2194.521299999451
3,1.2,120,116.68159200002265,2159.6531999994118
3,1.2,140,111.7719439999928,2017.864400000235
3,1.2,160,124.41674800000328,2129.8037999999906
3,1.2,180,115.72267600000488,2078.2343999999284
3,1.2,200,119.8931640000228,1989.9977999994007
3,1.2,220,113.00237200004632,2055.1141999985703
3,1.4,40,116.91503599999125,8833.227800000259
3,1.4,60,110.80622400004358,4298.722999998972
3,1.4,80,109.11380800003826,2697.1931999987646
3,1.4,100,106.63881200001924,2097.698499999751
3,1.4,120,107.95206000002509,2034.1460999993612
3,1.4,140,108.56689600004756,2082.994099998814
3,1.4,160,108.15435999997136,1943.4892000008404
3,1.4,180,112.61594000003242,2020.0525999989625
3,1.4,200,111.85281199999736,1994.06480000016
3,1.4,220,108.40613599997596,1998.3171000003492
3,1.6,40,116.75331200000072,8713.976500000172
3,1.6,60,109.16165599999658,3804.622499999823
3,1.6,80,102.47931199999584,2373.445600000196
3,1.6,100,102.39611999997578,2111.441300000479
3,1.6,120,104.14739199994074,2038.0849000016497
3,1.6,140,101.74806399998488,2003.751600000669
3,1.6,160,103.48488399999042,2070.177500000227
3,1.6,180,105.77504400003818,2062.42279999924
3,1.6,200,105.1082519999909,2021.0336000000095
3,1.6,220,103.82560799997007,1991.006500000367
3,1.8,40,105.5512560000352,9240.699799998763
3,1.8,60,105.82085599999118,3773.591400000442
3,1.8,80,101.89866799999436,2333.7994999997136
3,1.8,100,102.3912399999972,1987.1299999999792
3,1.8,120,99.68658399993728,1883.8160000018436
3,1.8,140,100.9067160000268,2014.1369999992091
3,1.8,160,97.44245599998976,2042.59170000023
3,1.8,180,99.37265200002004,1984.954599999128
3,1.8,200,98.00880800001325,1969.503699999677
3,1.8,220,100.94403600000078,2078.634699999838
3,2.0,40,103.50549200004023,9169.334499998968
3,2.0,60,101.0276320000412,3775.315299998965
3,2.0,80,99.59280399998534,2529.942200000278
3,2.0,100,99.18301600002452,1969.6538999996849
3,2.0,120,96.5569880000112,1969.0254999995889
3,2.0,140,95.38226000004217,1995.5509999986132
3,2.0,160,96.34887200001684,1890.4616999993775
3,2.0,180,96.30391599996074,1912.7533000009864
3,2.0,200,95.54976799998258,1902.3136000005247
3,2.0,220,96.4418840000144,1955.674199999521
