task,cpu_quota,mem_quota,running time,overhead
0,0.2,20,162.96754612005316,218062.15159699786
0,0.2,40,163.32465200001025,90332.17709299787
0,0.2,60,167.41165539991925,47609.03717900146
0,0.2,80,160.14981483996962,37809.89013400176
0,0.2,100,163.4443690000626,28188.340077998877
0,0.2,120,159.8221208799805,28411.844515001576
0,0.2,140,156.80725932004862,29391.4784740009
0,0.2,160,163.359355720022,27444.85402700229
0,0.2,180,163.38847195991548,28382.47383800262
0,0.2,200,160.03988404001575,28826.108930999908
0,0.2,220,167.36870039996575,28600.150631002183
0,0.2,240,164.00164880004013,28447.55127600001
0,0.2,260,160.55810863996157,28594.766596001136
0,0.2,280,163.53002535994162,29659.975553000553
0,0.2,300,160.15993152002918,28802.78287699912
0,0.2,320,160.38749943996663,29848.178512998857
0,0.2,340,164.1655708401231,29761.514217996588
0,0.2,360,167.6123642400489,29955.369442999654
0,0.2,380,168.14298760000386,29879.46143500085
0,0.2,400,171.30277775999275,29293.372793999883
0,0.4,20,67.58166736006389,204617.30556099792
0,0.4,40,65.63425464002647,75817.0347669984
0,0.4,60,61.44271647994174,30021.80167700135
0,0.4,80,63.16912399997818,22360.09600699981
0,0.4,100,60.51034660005826,13346.469079999224
0,0.4,120,63.72488292006892,12415.109827998092
0,0.4,140,60.68418988012127,13156.464927997149
0,0.4,160,64.3778504000511,13079.165021001245
0,0.4,180,62.89700580004137,13102.100276995772
0,0.4,200,60.525134920026176,13155.703193999216
0,0.4,220,63.347818999900475,13241.22464100219
0,0.4,240,60.778524759953136,12797.224560999895
0,0.4,260,63.14149899990297,12665.1519870029
0,0.4,280,60.5186183200567,13316.399100000126
0,0.4,300,63.41977332005626,12929.082822996861
0,0.4,320,63.39601112005767,13106.106309998722
0,0.4,340,63.60296904007555,12955.093797998416
0,0.4,360,60.54951836005785,12925.809672997275
0,0.4,380,60.54039064008976,13199.995678998677
0,0.4,400,60.541020719974775,13075.145140999666
0,0.6,20,46.99348276000819,220354.83618800208
0,0.6,40,42.24256311994395,78051.05764200198
0,0.6,60,40.21772748004878,29561.670449998932
0,0.6,80,39.01571683993098,19116.13096700239
0,0.6,100,39.19633767989581,9000.583364002523
0,0.6,120,39.53731608009548,9024.979236997751
0,0.6,140,37.485409439977964,9319.521094002994
0,0.6,160,39.04447016000631,8946.148193001136
0,0.6,180,40.468702639918774,9226.363466001203
0,0.6,200,38.065254840039415,9365.785914000298
0,0.6,220,39.90151687990874,9276.623296002072
0,0.6,240,39.150548719917424,10144.130960001348
0,0.6,260,37.378426040086204,9565.768581996965
0,0.6,280,39.41782351990696,8938.364787001774
0,0.6,300,39.0105606400175,9403.141431997938
0,0.6,320,39.71129887999268,9134.264660999179
0,0.6,340,39.36725972002023,9893.27254499949
0,0.6,360,51.57097828006954,9281.547081998724
0,0.6,380,39.52914984009112,9594.375475997369
0,0.6,400,40.09324144004495,9262.267269001311
0,0.8,20,34.262119160121074,229102.92542999738
0,0.8,40,35.80640724001569,78554.22755399923
0,0.8,60,31.646686199965192,28216.02860699932
0,0.8,80,27.704561519931307,18375.019467002858
0,0.8,100,29.39733931998489,7657.595044998743
0,0.8,120,26.699827400007052,7276.417441000376
0,0.8,140,29.31022588003543,7643.662608999875
0,0.8,160,27.967843480000735,7670.804949000741
0,0.8,180,28.400861239933878,7507.362073003605
0,0.8,200,28.05796140004532,7120.984339999268
0,0.8,220,28.626950879988733,7720.377218000067
0,0.8,240,28.03296947997296,7206.694151998819
0,0.8,260,28.11102323990781,8297.240243002307
0,0.8,280,28.791210679919462,7106.127440005366
0,0.8,300,27.932233879982963,8064.825498000572
0,0.8,320,42.40865872008725,7451.721839999665
0,0.8,340,28.07898888000636,7916.394447998755
