64
47
40
44
36
44
53
65
66
59
45
27
32
31
32
42
35
23
28
17
12
28
26
30
25
29
33
29
24
23
46
36
34
38
24
25
26
23
20
19
29
23
24
26
26
26
32
24
23
25
30
29
24
23
29
22
21
27
20
26
50
31
31
25
21
50
56
62
57
42
39
27
26
29
32
26
28
30
25
22
37
28
28
25
23
28
29
35
24
24
41
33
29
32
36
35
27
24
24
26
33
25
30
29
37
32
39
28
26
29
34
30
27
30
30
28
26
29
29
34
54
42
39
44
66
70
67
66
50
33
37
38
39
36
36
43
34
37
35
34
43
39
39
36
35
36
36
32
31
28
53
40
36
37
38
35
34
34
37
36
44
36
33
32
37
36
36
38
36
38
40
36
40
38
32
31
30
36
31
34
64
49
43
44
26
68
70
50
61
41
40
30
44
38
33
41
34
33
28
32
