load,avg_latency,instant_latency
12,0.19682108732134415,0.31239878095220774
10,0.45230375742539763,0.6896290580043569
4,0.6368991905421187,1.1708045349805616
8,0.6495677264989352,0.27913668198743835
12,0.6358231153127761,0.8025526969577186
11,0.6664315805195973,0.985160424024798
4,0.7545781477949478,1.305496612971183
13,0.8238548383852767,1.1084971940144897
20,0.8540287318689349,1.1897087389952503
5,0.9203458119456907,1.8195261899963953
16,1.0495285337992544,2.5310578860226087
11,1.2039863046238877,3.0473276599659584
41,1.3396409954961312,2.638189025048632
79,1.3819582421148355,1.4478626580093987
84,1.5282413043107475,1.9732439519721083
69,1.7122762245487984,2.5655300419894047
77,1.891597040873074,3.3052599470247515
75,2.058482114900787,4.117233160999604
80,2.258546410189328,4.790510955965146
63,2.4924056283648546,5.532082077988889
71,2.7465741287509435,6.306712331017479
82,3.006633086484353,6.894159728020895
72,3.2765395910951693,7.714093743008561
83,3.5688197203522454,8.391051876009442
83,3.8663410733397177,9.101449959038291
83,4.155612586227093,9.758905538998079
89,4.447234304418743,10.335745048010722
78,4.757699946879868,11.093375256983563
83,5.072882857836653,11.818716409034096
94,5.377341475404021,12.425632719008718
107,5.684190785890895,13.217757117003202
135,6.010088331926122,13.989381407038309
131,6.4596399531715,14.667517805006355
146,6.870658448146252,8.901309299049899
138,7.275070481231631,16.175491053028964
145,7.642405557856029,9.740231225965545
144,8.008352356472807,10.181426230003126
151,8.344703924543511,10.581448954006191
134,8.68115629102026,18.77590444899397
121,9.000593308540093,11.547257311991416
137,9.321531453893193,11.987029302981682
129,9.626039380303094,12.502548532967921
128,9.941266958636863,21.607222329999786
143,10.25368557900145,22.40616005298216
134,10.555191620175737,14.119058215001132
133,10.861977804094984,14.77718096296303
137,11.178979540860665,15.482257249997929
125,11.494890367663409,25.03412212303374
75,11.807016136560557,16.767320811981335
23,12.119853520148409,17.40323106001597
21,12.444015182149126,18.068757608009037
25,12.766753804798048,27.978442094055936
23,12.96140855947524,19.360302340006456
14,13.080442617017654,5.804697131970897
12,13.089292341122398,20.813416605989914
28,13.236218442689573,21.461715883982833
15,13.393654504369431,22.226250533014536
19,13.555078739034249,22.8286963889841
22,13.727974246730408,23.482526801992208
16,13.927235400032954,24.21358770696679
23,14.215326549106692,0.49226829898543656
22,14.365589501350899,1.2296289730002172
25,14.476003258394806,1.1816047679749317
19,14.596778828020785,1.3191042940015905
13,14.73096074636936,27.036758678033948
9,14.869776501178892,27.843134422029834
45,15.013549093547303,28.329593766015023
78,15.159559220822135,29.09829188598087
82,15.310793530595088,29.569755087024532
79,15.469181309489041,30.336281844007317
77,15.635164347906091,30.852531513024587
75,15.808898701339343,31.620967973023653
70,15.990580176624492,32.49959124397719
78,15.991937336129888,0.960718585003633
95,15.94017636984744,1.7491775539820082
78,15.955702253736623,1.8611848109867424
71,15.991311043071713,34.666551236994565
80,16.039309863970807,35.4689003219828
86,16.101947707951144,35.87640657299198
84,16.175290364668616,36.751614013977814
74,16.255378109878343,3.6859585330239497
57,16.35159462064304,4.32489256397821
84,16.44671146156616,4.560676651017275
81,16.54500689632928,4.986870971042663
36,16.652300001312636,5.6282060780213214
0,16.767298955746575,5.888189091987442
0,16.889555329111165,6.208582982013468
0,17.01890916213888,6.519523552036844
0,17.153884382445,6.759870264038909
0,17.29536512066731,7.300065406947397
0,17.443739959175026,18.887965687026735
0,17.56403629587751,7.870923360984307
0,17.731717093059284,44.99863742099842
0,17.784411566704946,45.48652975296136
